ID,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two),reviews_list,menu_item,listed_in(type),listed_in(city)
375,"302, 5th main road, HRBR layout, 2nd block, Kalyan Nagar ph: 9513948000, 302, 5th Main Rd, HRBR Layout 2nd Block, Kalyan Nagar, Bengaluru, Karnataka 560043",Arabian hot spot,Yes,Yes,4.1/5,"3,442",9513946000,Kalyan Nagar,Casual Dining,"jumbo platter,mutton kebab",Arabian,1400,"The place is quite big with 2 levels and had good ambiance. It goes by the name and gives the same arabian feel with the interiors. The menu has lot of options to choose from  I ordered the Shahi Dum Chicken and Al faham Chicken and both were good. The Shahi Dum Chicken was nice, I had it without the rice and it had a bit of curry which actually tasted more Indian than arabic. The al faham was tasty and nicely grilled. The bread I ordered was nice too. Portion size is good and pricing is a bit on the higher side. Servers are efficient and helpful.,Has the best Mandi in Bangalore.Basically I just love Mandi with Stsrters as Chicken or Mutton SHEEKH
In fact the mutton sheek was my favorite. This place is famous for Mandi tey out some different dishes and I just love their soft naans.
",[],Restaurant,Kalyan Nagar
376,"417,Ground floor, 5th Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Smoky docky,Yes,No,4.1/5,465,7022712202,Kalyan Nagar,Self Service,"Shawarma,Apricot delight dessert",Indian Street Food,500,"A nice place to grab a quick bite of shevarma. It is coal baked shevarma. The taste was good. Got the cheesy and chicken shevarma. The shevarma size feels small. Apricot desert was also good. Limited seating space. Parking is a hassle on this road, need to park on the bylanes.,Good place for shawarmas and delights. Ambience is good. We tried the chicken n cheese shawarma which was unique and delicious. Quantity is good with loads of cheese and chicken ( feels heavy) and also we tried the jumbo charcoal shawarma which they serve with peri peri fries and dip which was good. Overall a good place to visit if you love shawarmas.",[],Restaurant,Kalyan Nagar
377," Jain College Cgs, Vanivilas Rd, near Sagar chandrama hospital, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",Bob's street ,Yes,No,3.6/5,68,null,Basavanagudi,Self Service,"kurkure momos,thai milk bubble ice tea",Multi-cuisine,450,"One of the amazing veg Chinese food joint!!! Less spicy less oily but tasty!!! Dont miss Paneer tikka!!! And very reasonable rates!!!,Nice late night snacking and craving fulfilment ",[],Street Stalls,Basavanagudi
378,"21, 1, Cunningham Rd, behind The Hindu newspaper office, Shivaji Nagar, Bengaluru, Karnataka 560001",Eden park,Yes,Yes,4.1/5,"7,352",9900446076,Shivaji Nagar,Casual Dining,Bamboo briyani,Multi-cuisine,1300,"Ambience is too good with lot of greenery. We ordered only coffee. It was OK ok. But they should really need to improve hygiene and quality. As they are charging more and it would be really fantastic to have good food with such nice ambience.,When I heard Eden I had certain expectations,truly my expectations met when I been here the food , service & the ambience.decent crowd ample sitting arrangements  beautifully arranged.heart of d city and u get such beautiful place for lunch dinner or coffee will b gr8 experience.
Highly recommended for beautiful experience .",[],Restaurant,Shivaji Nagar
379,"169, Shivaji Rd, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051",Gardi ustad pehlwan kale bhai's Briyani center,Yes,No,4.0/5,818,9880055565,Shivaji Nagar,Casual Dining,"Mutton tavaphal,kadai chicken",Indian,350,"The biryani at Shivajinagar Gardi Ustad Pehlwan Kale Bhai's Pahilwani Handi was an exquisite culinary experience. The fragrant aroma of spices immediately captivated my senses, promising a flavorful adventure. The rice was perfectly cooked, each grain distinct yet harmonizing with the rich, succulent meat. The blend of spices was impeccable, striking a delicate balance that left a lingering, satisfying taste.,Loved the Motton and it's budget friendly.. we had ghee rice which was okay but the Motton pepper chops were superbly cooked. Recommended if you want to have Motton dishes at a reasonable price.",[],Restaurant,Shivaji Nagar
380,"7th Cross Rd, beside Rotiwala.com, Mico Layout, BTM 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076",Fry theory,Yes,No,4.8/5,58,8310011477,BTM Layout,Self Service,"corn dogs,burgers",Indian Street Food,200,"Our visit to Fry Theory was a flavorful adventure! The corn dogs were delightful, but the highlight was their cheesy fries. With 10+ sauce options and mixing flavors, we created our own savory blend, adoring the mint onion and peri peri. Don't miss their fried burger and delectable fried ice cream!.,I tried the Classic Korean cheese & paneer dog and Barbie glitter drink at Fry Theory, and believe me, it was so delicious. All their items are fantastic, especially the Korean dogs, and the staff provides excellent service. Everyone should experience this place at least once",[],Restaurant,BTM Layout
381,"2628, 27th Main Rd, Sector 2, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102",Juice junction,No,No,4.1/5,"4,000",9008166628,HSR Layout,Self Service,Delhi's kurkure momos,Indian Street Food,150,"I have ordered Momos and Badam falooda. Momos are Good but Badam falooda was worst. Just a waste of Money. Also, one of the staff who is there at falooda counter was very typical in nature. He doesn't kNow how to behave with customers. I told him that i didn't like the taste of Falooda. Then he started arguing with me that Falooda aisa hi hota. Agr aapko ni pasand aaya to kya kr sakte hain. Yha aise hi milta hai.,Good place in HSR to grab a quick snack or lunch.
As you can identify by name juice variety is the best. You can find almost any juice here.",[],Street Stalls,HSR Layout
382," Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",Madesh tender coconut,No,No,4.8/5,488,9513151610,Banashankari,Self Service,Fusion of coconut,Beverages,200,"Very clean and tasty tender coconuts available. The owner is very friendly and gives you the best tender coconut. One place to visit if you are in and around Banashankari BDA Complex.,Tender coconut water, coconut kobri flavour l, lemon , jaljeera masala, Glucose, Sabja seeds coconut water flavours available. Coconut kobri flavour and Raw tender coconut is popular among locals and visitor's.",[],Street Stalls,Banashankari
383,"XH2H+953, Food St, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004",Shivanna gulkand store,Yes,No,3.3/5,364,9448762723,Basavanagudi,Self Service,Butter gulkand with fruits,Indian Street Food,100,"Very famous and old shop in VV Puram food street.
Recommended: Dry chats - Moong Dal Masala and Congress Masala
Special Gullah with ice cream.,This place is there for quite sometime Now and they have Not changed the looks and fee of the store since then. This place is kNow for chats and masala soda. We tried the coke and thumsup masala along with Boti masala, bun nippat cheese. All that we tried was good and it still the same as we had it years back. Must try place
Digital payment accepted",[],Street Stalls,Basavanagudi
384,"W Cir Rd, Parvathipuram, Vishweshwarapura, Shankarapura, Bengaluru, Karnataka 560004",Sree saravana chats,No,No,4.6/5,167,9741596016,Basavanagudi,Self Service,"Floating pani puri,garlic bhel",Indian Street Food,400,"ANother top class hospitality chat shop... though they are more than 50 years old... zero arrogance & embraces new customers with open arms... this really sets up a positive vibe for us... though we have been having here since 30 yrs... havnt had since they moved to the shop...
The food is just exceptional, perfect evening snacks, Setty Style... the character of this shop is instilled in the the potent chutney they have prepared, this is the secret of this place... even modern dishes like bun nippat masala, tastes so good... we ended up ordering 2 of them...
the top dishes I would say are tikki puri, ghee bhel(one of the best), bhel with No oil items, bun nippat masala.,A healthy place, with very reasonable rates and great taste. My personal favorite it Garlic bhel, Pineapple tomato cucumber masala. Don't forget to try their specials",[],Street Stalls,Basavanagudi
385," Shop No. 51, 5, Old Market Rd, Vishweshwarapura, Shankarapura, Bengaluru, Karnataka 560004",Sri Gurudeva eating house,No,No,4.6/5,23,null,Basavanagudi,Self Service,idly,South Indian,400,"Located in vv Puram kNown for soft mini idly rs 20 for 3 pieces served with green and red chutney is just to good anyone can have more than 2 plates gets very crowded after 7pm. Recommended for all who crave for soft spicy idly.,Idlies are my all time favourite when it comes to breakfast, this place is a heaven for all idly lovers in Bengaluru.Soft idlies served with two chutneys are very tasty.
And their Mini Masala Dise,Onion Dose n Plain Dose also very popular.
Located in the food street of VV puram.Parking Not available.",[],Street Stalls,Basavanagudi
386,"Sarjapur - Marathahalli Rd, behind MK Retail, Before WIPRO Corporate Office, Kaikondrahalli, Bengaluru, Karnataka 560035",Byg brewski brewing company,Yes,Yes,4.3/5,"43,587",8047166245,Marathahalli,Casual Dining,"Brewizza,Tres leches",Multi-Cuisine,2600,"The vibe of this place is unmatchable. The ambience and atmosphere is quiet and superb. If we talk about the food that is in the budget and also good in taste. The only thing is we have to book the table beforehand. Dessert is so awesome.,Fine restaurant and brewery. Environment was good with nice greenery and water pond inside. Seating was next to the man made pond. Mostly an outdoor setting so lot of breeze especially the evening breeze was good.
Food was good so are the drinks. Location was convenient on the SJP road.",[],Restaurant,Marathahalli
387,"104 , Industrial layout, 1st Main Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560034",Absolute barbecues,Yes,Yes,4.4/5,"2,236",7337383765,Koramangala,Self Service,Unlimited Buffet,Multi-Cuisine ,1850,"Not the best AB's compared to Marathahalli outlet once We have eaten in the past. The Ambience and setup was quite average. Every single dish we tried tasted average or below average. Overall it was too crowded, and the food was average, they were rushing to serve in a hurry which was too fast to enjoy the food and eat . The overall experience according to service was good, food on the counters were almost limited and the spread was quite less for the buffet.,The service was great. Felt like they lacked on food varieties. But the food/starters were nice. Drinks costs extra tho, which will be added to bill at the end. Overall good experience and good food.",[],Restaurant,Koramangala
388,"No.205/A, Arcadia grace, opposite to st. Joseph school, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka 560066",Pop eats,No,No,4.9/5,33,7871088843,Whitefield,Self Service,"Popsicles,popcorn",Indian Street Food,600,"PVR's popcorn, available in small, medium, and larger sizes, offers a delightful range of 6 flavorful mixes. Additionally, their preservative-free 100% fruit-based popsicles, with over 15 enticing flavors, captivated us, especially the refreshing tender coconut and vibrant berry options. Deliciously satisfying treats worth savoring!,tried the chocolate and cookies n cream popsicle and they were truly so good, also tried the sweet chilli bbq popcorn and it was the best popcorn I've ever had:)",[],Street Stalls,Whitefield
389,"1st Floor, 595, Sk Arcade, 1st Main Rd, AECS Layout - C Block, Kundalahalli, Bengaluru, Karnataka 560037",The Rajputana ,Yes,No,4.5/5,"2,131",9945398372,Marathahalli,Casual Dining,Rajasthani thali,North Indian,100,"“The Rajputana"" offers an exquisite dining experience with its authentic Gujarati thali, boasting an impressive array of 25+ delectable dishes. The unlimited servings allow you to savor the richness in every bite. From flavorful curries to mouthwatering sweets, each dish reflects the true essence of Gujarati cuisine. A must-visit for those seeking an authentic and fulfilling culinary adventure!.,An extensive gujarati meal served with all love. Kudos to the staff and the manager who hosted us so well, they were quick and so responsive. Bajra rotla which was Not on the menu also they served us hot as we just wished to try. Coming on the thali items there were 3 types of chutney, khati methi dal, teekhi dal, kadhi, undhiyo, veg kolhapuri, damini dhokla Noodle aloo tikki, puris, aloo Paranthas and roti. This menu keeps changing on a daily basis which is a good thing. Price per person of thali was 500 and on weekends its 600. Would recommend to dine in once for sure",[],Restaurant,Marathahalli
